klub,dzielnica,source,kort,nawierzchnia,pora_dnia,typ_dnia,slotow,zajete,wolne,oblozenie_pct
Interpadel Warszawa,Mokotów,playtomic, kort 1,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,AQUA Carpatica kort 3,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,OSHEE kort 5,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,PORTICO kort 2,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,RECMAN kort 8,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,TRUE kort 7,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,kort 10 Singiel,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,kort 11 Singiel,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,kort 4,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,kort 6,indoor,noc,tydzien,2,2,0,100.0
Interpadel Warszawa,Mokotów,playtomic,kort 9,indoor,noc,tydzien,2,2,0,100.0
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,rano (6-10),tydzien,8,0,8,0.0
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,poludnie (10-14),tydzien,12,0,12,0.0
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,popoludnie (14-18),tydzien,12,2,10,16.7
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,wieczor (18-22),tydzien,9,0,9,0.0
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,rano (6-10),tydzien,8,0,8,0.0
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,poludnie (10-14),tydzien,16,2,14,12.5
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,popoludnie (14-18),tydzien,16,0,16,0.0
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,wieczor (18-22),tydzien,16,3,13,18.8
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,rano (6-10),tydzien,8,2,6,25.0
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,poludnie (10-14),tydzien,12,10,2,83.3
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,popoludnie (14-18),tydzien,5,4,1,80.0
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,wieczor (18-22),tydzien,11,3,8,27.3
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,rano (6-10),tydzien,8,2,6,25.0
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,poludnie (10-14),tydzien,8,6,2,75.0
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,popoludnie (14-18),tydzien,4,4,0,100.0
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,wieczor (18-22),tydzien,9,3,6,33.3
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,rano (6-10),tydzien,6,0,6,0.0
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,poludnie (10-14),tydzien,6,6,0,100.0
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,popoludnie (14-18),tydzien,2,2,0,100.0
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,wieczor (18-22),tydzien,4,1,3,25.0
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,rano (6-10),tydzien,6,4,2,66.7
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,poludnie (10-14),tydzien,6,4,2,66.7
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,wieczor (18-22),tydzien,3,1,2,33.3
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(6) nikalab.
Padel",indoor,rano (6-10),tydzien,4,2,2,50.0
Mana Padel,Wilanów,kluby_org,"(6) nikalab.
Padel",indoor,poludnie (10-14),tydzien,2,2,0,100.0
Mana Padel,Wilanów,kluby_org,"(6) nikalab.
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(7) BOMBILLA
Padel",indoor,rano (6-10),tydzien,4,2,2,50.0
Mana Padel,Wilanów,kluby_org,"(7) BOMBILLA
Padel",indoor,poludnie (10-14),tydzien,2,2,0,100.0
Mana Padel,Wilanów,kluby_org,"(7) BOMBILLA
Padel",indoor,noc,tydzien,7,0,7,0.0
Mana Padel,Wilanów,kluby_org,"(8) 4FLEX
Padel",indoor,rano (6-10),tydzien,4,0,4,0.0
Mana Padel,Wilanów,kluby_org,"(8) 4FLEX
Padel",indoor,poludnie (10-14),tydzien,2,2,0,100.0
