klub,dzielnica,source,kort,nawierzchnia,pora_dnia,typ_dnia,slotow,zajete,wolne,oblozenie_pct
Padlovnia,Ursynów,kluby_org,"Hala 3
 Hala",indoor,popoludnie (14-18),weekend,14,2,12,14.3
Padlovnia,Ursynów,kluby_org,"Hala 3
 Hala",indoor,wieczor (18-22),weekend,6,6,0,100.0
Padlovnia,Ursynów,kluby_org,"Hala 3
 Hala",indoor,noc,weekend,8,0,8,0.0
Padlovnia,Ursynów,kluby_org,"Hala 4
 Hala",indoor,rano (6-10),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 4
 Hala",indoor,poludnie (10-14),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 4
 Hala",indoor,popoludnie (14-18),weekend,14,2,12,14.3
Padlovnia,Ursynów,kluby_org,"Hala 4
 Hala",indoor,wieczor (18-22),weekend,6,6,0,100.0
Padlovnia,Ursynów,kluby_org,"Hala 4
 Hala",indoor,noc,weekend,8,0,8,0.0
Padlovnia,Ursynów,kluby_org,"Hala 5
 Hala",indoor,rano (6-10),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 5
 Hala",indoor,poludnie (10-14),weekend,12,0,12,0.0
Padlovnia,Ursynów,kluby_org,"Hala 5
 Hala",indoor,popoludnie (14-18),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 5
 Hala",indoor,wieczor (18-22),weekend,4,4,0,100.0
Padlovnia,Ursynów,kluby_org,"Hala 5
 Hala",indoor,noc,weekend,8,0,8,0.0
Padlovnia,Ursynów,kluby_org,"Hala 6
 Hala",indoor,rano (6-10),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 6
 Hala",indoor,poludnie (10-14),weekend,10,2,8,20.0
Padlovnia,Ursynów,kluby_org,"Hala 6
 Hala",indoor,popoludnie (14-18),weekend,12,2,10,16.7
Padlovnia,Ursynów,kluby_org,"Hala 6
 Hala",indoor,noc,weekend,8,0,8,0.0
Padlovnia,Ursynów,kluby_org,"Hala 7
 Hala",indoor,rano (6-10),weekend,6,2,4,33.3
Padlovnia,Ursynów,kluby_org,"Hala 7
 Hala",indoor,poludnie (10-14),weekend,4,0,4,0.0
Padlovnia,Ursynów,kluby_org,"Hala 7
 Hala",indoor,popoludnie (14-18),weekend,10,2,8,20.0
Padlovnia,Ursynów,kluby_org,"Hala 7
 Hala",indoor,noc,weekend,6,0,6,0.0
ProPadel Jutrzenki,Włochy,kluby_org,Hala,indoor,rano (6-10),weekend,80,0,80,0.0
ProPadel Jutrzenki,Włochy,kluby_org,Hala,indoor,poludnie (10-14),weekend,80,0,80,0.0
ProPadel Jutrzenki,Włochy,kluby_org,Hala,indoor,popoludnie (14-18),weekend,80,0,80,0.0
ProPadel Jutrzenki,Włochy,kluby_org,Hala,indoor,wieczor (18-22),weekend,80,0,80,0.0
ProPadel Jutrzenki,Włochy,kluby_org,Hala,indoor,noc,weekend,40,0,40,0.0
RQT Spot,Bielany,playtomic,,,rano (6-10),weekend,4,2,2,50.0
RQT Spot,Bielany,playtomic,,,poludnie (10-14),weekend,4,2,2,50.0
RQT Spot,Bielany,playtomic,,,popoludnie (14-18),weekend,6,3,3,50.0
RQT Spot,Bielany,playtomic,,,wieczor (18-22),weekend,2,1,1,50.0
Rakiety PGE Narodowy - Padel Outdoor,Praga Południe,playtomic,,,rano (6-10),weekend,10,5,5,50.0
Rakiety PGE Narodowy - Padel Outdoor,Praga Południe,playtomic,,,poludnie (10-14),weekend,4,2,2,50.0
Rakiety PGE Narodowy - Padel Outdoor,Praga Południe,playtomic,,,popoludnie (14-18),weekend,2,1,1,50.0
San Padel,Ursynów,playtomic,,,popoludnie (14-18),weekend,8,4,4,50.0
Sporteum,Białołęka,kluby_org,"Padel 1
 Padel",indoor,rano (6-10),weekend,8,0,8,0.0
Sporteum,Białołęka,kluby_org,"Padel 1
 Padel",indoor,poludnie (10-14),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 1
 Padel",indoor,popoludnie (14-18),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 1
 Padel",indoor,wieczor (18-22),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 1
 Padel",indoor,noc,weekend,4,0,4,0.0
Sporteum,Białołęka,kluby_org,"Padel 2
 Padel",indoor,rano (6-10),weekend,8,0,8,0.0
Sporteum,Białołęka,kluby_org,"Padel 2
 Padel",indoor,poludnie (10-14),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 2
 Padel",indoor,popoludnie (14-18),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 2
 Padel",indoor,wieczor (18-22),weekend,16,0,16,0.0
Sporteum,Białołęka,kluby_org,"Padel 2
 Padel",indoor,noc,weekend,4,0,4,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 1
 Kort odkryty",indoor,rano (6-10),weekend,14,2,12,14.3
TENES Klub Sportowy,Ursus,kluby_org,"Padel 1
 Kort odkryty",indoor,poludnie (10-14),weekend,16,0,16,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 1
 Kort odkryty",indoor,popoludnie (14-18),weekend,16,0,16,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 1
 Kort odkryty",indoor,wieczor (18-22),weekend,12,6,6,50.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 1
 Kort odkryty",indoor,noc,weekend,6,2,4,33.3
TENES Klub Sportowy,Ursus,kluby_org,"Padel 2
 Kort odkryty",indoor,rano (6-10),weekend,14,2,12,14.3
TENES Klub Sportowy,Ursus,kluby_org,"Padel 2
 Kort odkryty",indoor,poludnie (10-14),weekend,16,0,16,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 2
 Kort odkryty",indoor,popoludnie (14-18),weekend,16,0,16,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 2
 Kort odkryty",indoor,wieczor (18-22),weekend,8,6,2,75.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 2
 Kort odkryty",indoor,noc,weekend,6,2,4,33.3
TENES Klub Sportowy,Ursus,kluby_org,"Padel 3
 Kort odkryty",indoor,rano (6-10),weekend,14,2,12,14.3
TENES Klub Sportowy,Ursus,kluby_org,"Padel 3
 Kort odkryty",indoor,poludnie (10-14),weekend,10,2,8,20.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 3
 Kort odkryty",indoor,popoludnie (14-18),weekend,16,0,16,0.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 3
 Kort odkryty",indoor,wieczor (18-22),weekend,2,2,0,100.0
TENES Klub Sportowy,Ursus,kluby_org,"Padel 3
 Kort odkryty",indoor,noc,weekend,6,2,4,33.3
TenisWil,Wilanów,kluby_org,"Padel 1
 Zewnętrzny",outdoor,rano (6-10),weekend,6,2,4,33.3
TenisWil,Wilanów,kluby_org,"Padel 1
 Zewnętrzny",outdoor,poludnie (10-14),weekend,16,0,16,0.0
TenisWil,Wilanów,kluby_org,"Padel 1
 Zewnętrzny",outdoor,popoludnie (14-18),weekend,16,0,16,0.0
TenisWil,Wilanów,kluby_org,"Padel 1
 Zewnętrzny",outdoor,wieczor (18-22),weekend,16,2,14,12.5
TenisWil,Wilanów,kluby_org,"Padel 2
 Zewnętrzny",outdoor,rano (6-10),weekend,6,2,4,33.3
TenisWil,Wilanów,kluby_org,"Padel 2
 Zewnętrzny",outdoor,poludnie (10-14),weekend,16,0,16,0.0
TenisWil,Wilanów,kluby_org,"Padel 2
 Zewnętrzny",outdoor,popoludnie (14-18),weekend,16,2,14,12.5
TenisWil,Wilanów,kluby_org,"Padel 2
 Zewnętrzny",outdoor,wieczor (18-22),weekend,16,0,16,0.0
TenisWil,Wilanów,kluby_org,"Padel 3
 Zewnętrzny",outdoor,rano (6-10),weekend,6,2,4,33.3
TenisWil,Wilanów,kluby_org,"Padel 3
 Zewnętrzny",outdoor,poludnie (10-14),weekend,16,0,16,0.0
TenisWil,Wilanów,kluby_org,"Padel 3
 Zewnętrzny",outdoor,popoludnie (14-18),weekend,12,0,12,0.0
TenisWil,Wilanów,kluby_org,"Padel 3
 Zewnętrzny",outdoor,wieczor (18-22),weekend,12,0,12,0.0
Toro Padel,Bemowo,kluby_org,"DoPadla.pl Kort 3
 Padel",indoor,rano (6-10),weekend,12,0,12,0.0
Toro Padel,Bemowo,kluby_org,"DoPadla.pl Kort 3
 Padel",indoor,poludnie (10-14),weekend,16,0,16,0.0
Toro Padel,Bemowo,kluby_org,"DoPadla.pl Kort 3
 Padel",indoor,popoludnie (14-18),weekend,16,4,12,25.0
Toro Padel,Bemowo,kluby_org,"DoPadla.pl Kort 3
 Padel",indoor,wieczor (18-22),weekend,10,6,4,60.0
Toro Padel,Bemowo,kluby_org,"DoPadla.pl Kort 3
 Padel",indoor,noc,weekend,4,0,4,0.0
Toro Padel,Bemowo,kluby_org,"Kort 1
 Padel",indoor,rano (6-10),weekend,12,2,10,16.7
Toro Padel,Bemowo,kluby_org,"Kort 1
 Padel",indoor,poludnie (10-14),weekend,16,2,14,12.5
Toro Padel,Bemowo,kluby_org,"Kort 1
 Padel",indoor,popoludnie (14-18),weekend,16,0,16,0.0
Toro Padel,Bemowo,kluby_org,"Kort 1
 Padel",indoor,wieczor (18-22),weekend,16,4,12,25.0
Toro Padel,Bemowo,kluby_org,"Kort 1
 Padel",indoor,noc,weekend,4,0,4,0.0
Toro Padel,Bemowo,kluby_org,"Kort 2
 Padel",indoor,rano (6-10),weekend,12,2,10,16.7
Toro Padel,Bemowo,kluby_org,"Kort 2
 Padel",indoor,poludnie (10-14),weekend,16,0,16,0.0
Toro Padel,Bemowo,kluby_org,"Kort 2
 Padel",indoor,popoludnie (14-18),weekend,16,0,16,0.0
Toro Padel,Bemowo,kluby_org,"Kort 2
 Padel",indoor,wieczor (18-22),weekend,14,6,8,42.9
Toro Padel,Bemowo,kluby_org,"Kort 2
 Padel",indoor,noc,weekend,4,0,4,0.0
Toro Padel,Bemowo,kluby_org,"Kort 4
 Padel",indoor,rano (6-10),weekend,12,0,12,0.0
Toro Padel,Bemowo,kluby_org,"Kort 4
 Padel",indoor,poludnie (10-14),weekend,16,2,14,12.5
Toro Padel,Bemowo,kluby_org,"Kort 4
 Padel",indoor,popoludnie (14-18),weekend,14,2,12,14.3
Toro Padel,Bemowo,kluby_org,"Kort 4
 Padel",indoor,wieczor (18-22),weekend,6,2,4,33.3
Toro Padel,Bemowo,kluby_org,"Kort 4
 Padel",indoor,noc,weekend,2,0,2,0.0
Toro Padel,Bemowo,kluby_org,"Kort 5
 Padel",indoor,rano (6-10),weekend,12,0,12,0.0
Toro Padel,Bemowo,kluby_org,"Kort 5
 Padel",indoor,poludnie (10-14),weekend,16,0,16,0.0
Toro Padel,Bemowo,kluby_org,"Kort 5
 Padel",indoor,popoludnie (14-18),weekend,14,0,14,0.0
Toro Padel,Bemowo,kluby_org,"Kort 5
 Padel",indoor,noc,weekend,2,0,2,0.0
Toro Padel,Bemowo,kluby_org,"Kort 6
 Padel",indoor,rano (6-10),weekend,10,0,10,0.0
Toro Padel,Bemowo,kluby_org,"Kort 6
 Padel",indoor,poludnie (10-14),weekend,6,0,6,0.0
Toro Padel,Bemowo,kluby_org,"Kort 6
 Padel",indoor,popoludnie (14-18),weekend,10,0,10,0.0
WKT Mera,Ochota,kluby_org,"Padel 1
Padel trawa",indoor,rano (6-10),weekend,16,2,14,12.5
WKT Mera,Ochota,kluby_org,"Padel 1
Padel trawa",indoor,poludnie (10-14),weekend,16,2,14,12.5
WKT Mera,Ochota,kluby_org,"Padel 1
Padel trawa",indoor,popoludnie (14-18),weekend,16,2,14,12.5
WKT Mera,Ochota,kluby_org,"Padel 1
Padel trawa",indoor,wieczor (18-22),weekend,10,10,0,100.0
WKT Mera,Ochota,kluby_org,"Padel 1
Padel trawa",indoor,noc,weekend,8,0,8,0.0
WKT Mera,Ochota,kluby_org,"Padel 2
Padel trawa",indoor,rano (6-10),weekend,14,0,14,0.0
WKT Mera,Ochota,kluby_org,"Padel 2
Padel trawa",indoor,poludnie (10-14),weekend,14,0,14,0.0
WKT Mera,Ochota,kluby_org,"Padel 2
Padel trawa",indoor,popoludnie (14-18),weekend,14,2,12,14.3
WKT Mera,Ochota,kluby_org,"Padel 2
Padel trawa",indoor,wieczor (18-22),weekend,2,2,0,100.0
WKT Mera,Ochota,kluby_org,"Padel 2
Padel trawa",indoor,noc,weekend,8,0,8,0.0
Warsaw Padel Club,Białołęka,playtomic,,,rano (6-10),weekend,6,3,3,50.0
Warsaw Padel Club,Białołęka,playtomic,,,poludnie (10-14),weekend,8,4,4,50.0
Warsaw Padel Club,Białołęka,playtomic,,,noc,weekend,2,1,1,50.0
