klub,dzielnica,source,kort,nawierzchnia,slot_date,day_of_week,typ_dnia,godzina,minuta,pora_dnia,wolny,booking_start,booking_end
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,2026-07-16,Thursday,tydzien,18,0,wieczor (18-22),0,18:00,20:00
Klub Miedzeszyn,Wawer,kluby_org,"Kort 2P
 PADEL HALA",indoor,2026-07-16,Thursday,tydzien,20,0,wieczor (18-22),0,20:00,21:30
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,2026-07-16,Thursday,tydzien,13,0,poludnie (10-14),0,13:00,16:00
Klub Miedzeszyn,Wawer,kluby_org,"kort 1P
 PADEL HALA",indoor,2026-07-16,Thursday,tydzien,20,0,wieczor (18-22),0,20:00,22:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,9,0,rano (6-10),0,09:00,10:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,10,0,poludnie (10-14),0,10:00,11:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,11,0,poludnie (10-14),0,11:00,12:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,12,30,poludnie (10-14),0,12:30,14:30
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,17,30,popoludnie (14-18),0,17:30,18:30
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,19,0,wieczor (18-22),0,19:00,20:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,20,0,wieczor (18-22),0,20:00,21:30
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,21,30,wieczor (18-22),0,21:30,23:30
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,22,0,noc,0,22:00,00:00
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,23,0,noc,1,,
Mana Padel,Wilanów,kluby_org,"(2) OSHEE
Padel",indoor,2026-07-16,Thursday,tydzien,23,30,noc,1,,
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,8,30,rano (6-10),0,08:30,09:30
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,10,0,poludnie (10-14),0,10:00,11:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,11,0,poludnie (10-14),0,11:00,12:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,12,0,poludnie (10-14),0,12:00,13:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,12,30,poludnie (10-14),0,12:30,14:30
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,13,30,poludnie (10-14),0,13:30,15:30
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,14,30,popoludnie (14-18),0,14:30,16:30
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,16,0,popoludnie (14-18),0,16:00,17:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,17,0,popoludnie (14-18),0,17:00,18:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,18,0,wieczor (18-22),0,18:00,19:30
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,18,30,wieczor (18-22),0,18:30,20:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,20,0,wieczor (18-22),0,20:00,22:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,21,30,wieczor (18-22),0,21:30,23:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,22,0,noc,0,22:00,00:00
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,23,0,noc,1,,
Mana Padel,Wilanów,kluby_org,"(3) Jaguar ERA
Padel",indoor,2026-07-16,Thursday,tydzien,23,30,noc,1,,
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,8,30,rano (6-10),0,08:30,10:30
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,10,30,poludnie (10-14),0,10:30,12:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,11,0,poludnie (10-14),0,11:00,12:30
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,12,30,poludnie (10-14),0,12:30,14:30
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,16,0,popoludnie (14-18),0,16:00,17:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,17,30,popoludnie (14-18),0,17:30,18:30
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,18,0,wieczor (18-22),0,18:00,19:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,18,30,wieczor (18-22),0,18:30,20:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,20,0,wieczor (18-22),0,20:00,22:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,22,0,noc,0,22:00,00:00
Mana Padel,Wilanów,kluby_org,"(4) BANDERAS
Padel",indoor,2026-07-16,Thursday,tydzien,23,30,noc,1,,
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,2026-07-16,Thursday,tydzien,8,30,rano (6-10),0,08:30,10:30
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,2026-07-16,Thursday,tydzien,11,0,poludnie (10-14),0,,
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,2026-07-16,Thursday,tydzien,12,30,poludnie (10-14),0,12:30,14:30
Mana Padel,Wilanów,kluby_org,"(5)Dental Fraternity
Padel",indoor,2026-07-16,Thursday,tydzien,18,30,wieczor (18-22),0,18:30,20:00
