klub,dzielnica,source,kort,nawierzchnia,pora_dnia,typ_dnia,slotow,zajete,wolne,oblozenie_pct
San Padel,Ursynów,playtomic,Padel 6 Single,indoor,wieczor (18-22),weekend,8,1,7,12.5
San Padel,Ursynów,playtomic,Padel 6 Single,indoor,noc,weekend,4,4,0,100.0
San Padel,Ursynów,playtomic,Padel 7,indoor,wieczor (18-22),weekend,8,1,7,12.5
San Padel,Ursynów,playtomic,Padel 7,indoor,noc,weekend,4,4,0,100.0
San Padel,Ursynów,playtomic,Padel 8,indoor,wieczor (18-22),weekend,8,1,7,12.5
San Padel,Ursynów,playtomic,Padel 8,indoor,noc,weekend,4,4,0,100.0
San Padel,Ursynów,playtomic,Padel 9,indoor,wieczor (18-22),weekend,8,1,7,12.5
San Padel,Ursynów,playtomic,Padel 9,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,1 - Full Panoramic,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,1 - Full Panoramic,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,10 - Full Panoramic,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,10 - Full Panoramic,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,11 - Single Full Panoramic,indoor,wieczor (18-22),weekend,8,5,3,62.5
Warsaw Padel Club,Białołęka,playtomic,11 - Single Full Panoramic,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,2 - Full Panoramic,indoor,wieczor (18-22),weekend,8,5,3,62.5
Warsaw Padel Club,Białołęka,playtomic,2 - Full Panoramic,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,3 - LaCava - palarnia kawy specialty,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,3 - LaCava - palarnia kawy specialty,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,4 - Bombilla Yerba Mate,indoor,wieczor (18-22),weekend,8,7,1,87.5
Warsaw Padel Club,Białołęka,playtomic,4 - Bombilla Yerba Mate,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,5 - Full Panoramic,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,5 - Full Panoramic,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,6 - Jaguar,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,6 - Jaguar,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,7 - OYSHO,indoor,wieczor (18-22),weekend,8,8,0,100.0
Warsaw Padel Club,Białołęka,playtomic,7 - OYSHO,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,8 - 4FLEX,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,8 - 4FLEX,indoor,noc,weekend,4,4,0,100.0
Warsaw Padel Club,Białołęka,playtomic,9 - AZZARO x Douglas,indoor,wieczor (18-22),weekend,8,6,2,75.0
Warsaw Padel Club,Białołęka,playtomic,9 - AZZARO x Douglas,indoor,noc,weekend,4,4,0,100.0
